num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2024S000005,01/01/2024,2:45:00,"AVDA. POBLADOS, 80",80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,436808.87,4469483.778,True,False
2024S000005,01/01/2024,2:45:00,"AVDA. POBLADOS, 80",80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,,,,,436808.87,4469483.778,False,False
2024S000005,01/01/2024,2:45:00,"AVDA. POBLADOS, 80",80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,,,,,436808.87,4469483.778,False,False
2024S000010,01/01/2024,7:20:00,CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO,1,1,CENTRO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,440192.679,4474773.26,False,False
2024S000010,01/01/2024,7:20:00,CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO,1,1,CENTRO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,440192.679,4474773.26,False,False
2024S000012,01/01/2024,8:05:00,"CALL. MARIA ODIAGA, 20",20,11,CARABANCHEL,Colisión lateral,,Turismo,Conductor,De 25 a 29 años,Hombre,,,437001.874,4470045.546,False,False
2024S000012,01/01/2024,8:05:00,"CALL. MARIA ODIAGA, 20",20,11,CARABANCHEL,Colisión lateral,,Turismo,Conductor,De 30 a 34 años,Mujer,,,437001.874,4470045.546,False,False
2024S000013,01/01/2024,7:35:00,CALL. CONDE DE PEÑALVER / CALL. PADILLA,64,4,SALAMANCA,Atropello a persona,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,442700.31,4475969.738,False,False
2024S000013,01/01/2024,7:35:00,CALL. CONDE DE PEÑALVER / CALL. PADILLA,64,4,SALAMANCA,Atropello a persona,Despejado,Turismo,Peatón,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442700.31,4475969.738,False,False
2024S000015,01/01/2024,7:35:00,"PASEO. CASTELLANA, 33",33,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441548.551,4475930.63,False,False
2024S000015,01/01/2024,7:35:00,"PASEO. CASTELLANA, 33",33,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,VMU eléctrico,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,441548.551,4475930.63,True,False
2024S000018,01/01/2024,7:40:00,"CALL. SANCHEZ PRECIADO, 41",41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Furgoneta,Conductor,,,,,439703.142,4479106.448,False,False
2024S000018,01/01/2024,7:40:00,"CALL. SANCHEZ PRECIADO, 41",41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,,,,,439703.142,4479106.448,False,False
2024S000018,01/01/2024,7:40:00,"CALL. SANCHEZ PRECIADO, 41",41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,,,,,439703.142,4479106.448,False,False
2024S000018,01/01/2024,7:40:00,"CALL. SANCHEZ PRECIADO, 41",41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,,,,,439703.142,4479106.448,False,False
2024S000022,01/01/2024,12:25:00,"CALL. SERRANO, 203",203,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Motocicleta > 125cc,Conductor,De 30 a 34 años,Hombre,,,442267.627,4478258.082,False,False
2024S000022,01/01/2024,12:25:00,"CALL. SERRANO, 203",203,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,,,442267.627,4478258.082,False,False
2024S000025,01/01/2024,15:45:00,CALL. GENERAL RICARDOS / CALL. PARRA,159,11,CARABANCHEL,Alcance,Despejado,Autobús,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,437822.093,4471072.507,False,False
2024S000025,01/01/2024,15:45:00,CALL. GENERAL RICARDOS / CALL. PARRA,159,11,CARABANCHEL,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,437822.093,4471072.507,False,False
2024S000027,01/01/2024,16:30:00,CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS,2,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437731.537,4470986.332,False,False
2024S000027,01/01/2024,16:30:00,CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS,2,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,437731.537,4470986.332,False,False
2024S000028,01/01/2024,16:30:00,"CALL. AURORA IGLESIAS, 11",11,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,,,443496.334,4472304.961,True,False
2024S000029,01/01/2024,16:35:00,CMNO. VIEJO DE VICALVARO / AUTOV. M-40,7,19,VICÁLVARO,Alcance,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447084.032,4472971.824,False,False
2024S000029,01/01/2024,16:35:00,CMNO. VIEJO DE VICALVARO / AUTOV. M-40,7,19,VICÁLVARO,Alcance,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,447084.032,4472971.824,False,False
2024S000032,01/01/2024,18:20:00,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441147.383,4472906.803,False,False
2024S000032,01/01/2024,18:20:00,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,,Turismo,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,441147.383,4472906.803,False,False
2024S000032,01/01/2024,18:20:00,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,,Turismo,Pasajero,De 15 a 17 años,Mujer,14,Sin asistencia sanitaria,441147.383,4472906.803,False,False
2024S000032,01/01/2024,18:20:00,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,,Turismo,Pasajero,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,441147.383,4472906.803,False,False
2024S000032,01/01/2024,18:20:00,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,,Turismo,Pasajero,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,441147.383,4472906.803,False,False
2024S000032,01/01/2024,18:20:00,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,,Turismo,Pasajero,De 55 a 59 años,Mujer,14,Sin asistencia sanitaria,441147.383,4472906.803,False,False
2024S000033,01/01/2024,15:15:00,"CALL. ALMERIA, 8",8,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,,,443832.086,4475666.662,False,False
2024S000033,01/01/2024,15:15:00,"CALL. ALMERIA, 8",8,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,,,443832.086,4475666.662,False,False
2024S000034,01/01/2024,19:30:00,"CALL. ISAAC PERAL, 32",32,7,CHAMBERÍ,Colisión fronto-lateral,,Turismo,Conductor,,,,,439124.541,4476636.545,False,False
2024S000034,01/01/2024,19:30:00,"CALL. ISAAC PERAL, 32",32,7,CHAMBERÍ,Colisión fronto-lateral,,Turismo,Conductor,,,,,439124.541,4476636.545,False,False
2024S000034,01/01/2024,19:30:00,"CALL. ISAAC PERAL, 32",32,7,CHAMBERÍ,Colisión fronto-lateral,,Turismo,Conductor,Más de 74 años,Mujer,,,439124.541,4476636.545,False,False
2024S000035,01/01/2024,19:22:00,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,448374.924,4472779.044,True,False
2024S000035,01/01/2024,19:22:00,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,,,,,448374.924,4472779.044,False,False
2024S000035,01/01/2024,19:22:00,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,,,,,448374.924,4472779.044,False,False
2024S000035,01/01/2024,19:22:00,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,,,,,448374.924,4472779.044,False,False
2024S000035,01/01/2024,19:22:00,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,,,,,448374.924,4472779.044,False,False
2024S000035,01/01/2024,19:22:00,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,,,,,448374.924,4472779.044,False,False
2024S000037,01/01/2024,20:00:00,CALL. LA CABRERA / CALL. CANDIDO MATEOS,2,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,439122.081,4480402.894,False,False
2024S000037,01/01/2024,20:00:00,CALL. LA CABRERA / CALL. CANDIDO MATEOS,2,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 65 a 69 años,Mujer,14,Sin asistencia sanitaria,439122.081,4480402.894,False,False
2024S000037,01/01/2024,20:00:00,CALL. LA CABRERA / CALL. CANDIDO MATEOS,2,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,VMU eléctrico,Conductor,De 15 a 17 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439122.081,4480402.894,False,False
2024S000038,01/01/2024,21:05:00,"AVDA. PLANETARIO, 36",36,2,ARGANZUELA,Alcance,,Furgoneta,Conductor,,,,,441696.622,4471195.697,False,False
2024S000038,01/01/2024,21:05:00,"AVDA. PLANETARIO, 36",36,2,ARGANZUELA,Alcance,,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441696.622,4471195.697,False,False
2024S000039,01/01/2024,22:05:00,"AVDA. MENENDEZ PELAYO, 20",20,3,RETIRO,Colisión lateral,Despejado,Furgoneta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,442360.904,4473140.67,False,False
2024S000039,01/01/2024,22:05:00,"AVDA. MENENDEZ PELAYO, 20",20,3,RETIRO,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,442360.904,4473140.67,False,False
2024S000041,01/01/2024,23:30:00,AVDA. LOS ROSALES / CALL. CORINDON,19,12,USERA,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 40 a 44 años,Hombre,,,441384.888,4468726.005,False,False
2024S000041,01/01/2024,23:30:00,AVDA. LOS ROSALES / CALL. CORINDON,19,12,USERA,Alcance,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,,,441384.888,4468726.005,False,False
2024S000042,01/01/2024,22:55:00,"CALL. MENDEZ ALVARO, 16",16,2,ARGANZUELA,Atropello a persona,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,441302.198,4473059.789,False,False
2024S000042,01/01/2024,22:55:00,"CALL. MENDEZ ALVARO, 16",16,2,ARGANZUELA,Atropello a persona,Despejado,Turismo,Peatón,De 21 a 24 años,Mujer,,,441302.198,4473059.789,False,False
2024S000044,01/01/2024,23:35:00,"CALL. JOSE ORTEGA Y GASSET, 98",98,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,,Conductor,,,,,443064.769,4475662.3,False,False
2024S000044,01/01/2024,23:35:00,"CALL. JOSE ORTEGA Y GASSET, 98",98,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Todo terreno,Conductor,De 45 a 49 años,Mujer,,,443064.769,4475662.3,False,False
2024S000045,02/01/2024,6:20:00,CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE,2,5,CHAMARTÍN,Colisión lateral,Despejado,Camión rígido,Conductor,De 45 a 49 años,Hombre,,,441829.203,4480261.003,False,False
2024S000045,02/01/2024,6:20:00,CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE,2,5,CHAMARTÍN,Colisión lateral,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,441829.203,4480261.003,False,False
2024S000053,02/01/2024,7:30:00,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,445775.097,4469683.604,False,False
2024S000053,02/01/2024,7:30:00,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Pasajero,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,445775.097,4469683.604,False,False
2024S000053,02/01/2024,7:30:00,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Pasajero,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,445775.097,4469683.604,False,False
2024S000053,02/01/2024,7:30:00,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Peatón,De 50 a 54 años,Mujer,3,Ingreso superior a 24 horas,445775.097,4469683.604,False,False
2024S000054,01/01/2024,11:10:00,"CALL. PAMPLONA, 15",15,6,TETUÁN,Colisión lateral,Despejado,Furgoneta,Conductor,,,,,440234.173,4478376.188,False,False
2024S000054,01/01/2024,11:10:00,"CALL. PAMPLONA, 15",15,6,TETUÁN,Colisión lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,,,440234.173,4478376.188,False,False
2024S000055,02/01/2024,9:15:00,"PASEO. IMPERIAL, 20",20,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Camión rígido,Conductor,De 65 a 69 años,Hombre,,,439146.537,4473244.982,False,False
2024S000055,02/01/2024,9:15:00,"PASEO. IMPERIAL, 20",20,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,,,439146.537,4473244.982,False,False
2024S000056,02/01/2024,7:54:00,"AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS",0,21,BARAJAS,Atropello a persona,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,449848.973,4482595.779,False,False
2024S000056,02/01/2024,7:54:00,"AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS",0,21,BARAJAS,Atropello a persona,Despejado,Turismo,Peatón,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,449848.973,4482595.779,False,False
2024S000057,02/01/2024,9:20:00,"PASEO. EXTREMADURA, 302",302,10,LATINA,Colisión fronto-lateral,Nublado,Turismo,Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,435233.897,4472479.716,False,False
2024S000057,02/01/2024,9:20:00,"PASEO. EXTREMADURA, 302",302,10,LATINA,Colisión fronto-lateral,Nublado,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,435233.897,4472479.716,True,False
2024S000058,02/01/2024,9:45:00,GTA. LOZARES / AVDA. REAL DE PINTO,0,17,VILLAVERDE,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,439897.376,4465732.64,False,False
2024S000061,02/01/2024,9:07:00,AVDA. CARDENAL HERRERA ORIA / AUTOV. M-607,83,8,FUENCARRAL-EL PARDO,Choque contra obstáculo fijo,,Turismo,Conductor,De 25 a 29 años,Hombre,,,440792.866,4482314.924,False,False
2024S000062,02/01/2024,11:20:00,AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE,4,21,BARAJAS,Alcance,Despejado,Motocicleta > 125cc,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,450731.231,4478203.726,False,False
2024S000062,02/01/2024,11:20:00,AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE,4,21,BARAJAS,Alcance,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,450731.231,4478203.726,False,False
2024S000064,02/01/2024,10:30:00,"CALL. CLAUDIO COELLO, 55",55,4,SALAMANCA,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 65 a 69 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,441787.522,4475429.946,False,False
2024S000064,02/01/2024,10:30:00,"CALL. CLAUDIO COELLO, 55",55,4,SALAMANCA,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 70 a 74 años,Mujer,14,Sin asistencia sanitaria,441787.522,4475429.946,False,False
2024S000064,02/01/2024,10:30:00,"CALL. CLAUDIO COELLO, 55",55,4,SALAMANCA,Colisión fronto-lateral,Despejado,Turismo,Conductor,,,,,441787.522,4475429.946,False,False
2024S000065,02/01/2024,11:50:00,"PASEO. VIRGEN DEL PUERTO, 4",4,1,CENTRO,Alcance,Despejado,Furgoneta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438799.899,4473956.117,False,False
2024S000065,02/01/2024,11:50:00,"PASEO. VIRGEN DEL PUERTO, 4",4,1,CENTRO,Alcance,Despejado,Maquinaria de obras,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,438799.899,4473956.117,False,False
2024S000065,02/01/2024,11:50:00,"PASEO. VIRGEN DEL PUERTO, 4",4,1,CENTRO,Alcance,Despejado,Maquinaria de obras,Pasajero,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438799.899,4473956.117,False,False
2024S000066,02/01/2024,12:25:00,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,567,20,SAN BLAS-CANILLEJAS,Alcance,Nublado,Motocicleta hasta 125cc,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,447696.484,4477203.645,False,False
2024S000066,02/01/2024,12:25:00,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,567,20,SAN BLAS-CANILLEJAS,Alcance,Nublado,Motocicleta hasta 125cc,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,447696.484,4477203.645,False,False
2024S000066,02/01/2024,12:25:00,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,567,20,SAN BLAS-CANILLEJAS,Alcance,Nublado,Todo terreno,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,447696.484,4477203.645,False,False
2024S000068,02/01/2024,13:30:00,"CALL. CERRO DE LA ALCAZABA, 11",11,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,,,442997.067,4470674.756,False,False
2024S000068,02/01/2024,13:30:00,"CALL. CERRO DE LA ALCAZABA, 11",11,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Turismo,Conductor,Más de 74 años,Hombre,,,442997.067,4470674.756,False,False
2024S000070,01/01/2024,22:02:00,CALL. MARSELLA / CALL. ZURICH,29,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Otros vehículos sin motor,Conductor,De 21 a 24 años,Mujer,1,Atención en urgencias sin posterior ingreso,448269.717,4474626.41,False,False
2024S000070,01/01/2024,22:02:00,CALL. MARSELLA / CALL. ZURICH,29,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,448269.717,4474626.41,False,False
2024S000071,02/01/2024,16:15:00,"CALL. SAN ANTOLIN, 1",1,11,CARABANCHEL,Colisión lateral,,Turismo,Conductor,De 50 a 54 años,Hombre,,,436451.122,4470140.781,False,False
